gene	avg_logFC	p_val_adj	tissue	cell_type	hgnc_symbol	entrezgene_description	chromosome_name	start_position	end_position
ENSG00000143156	-2.3564675	8.23e-27	CB	In	NME7	NME/NM23 family member 7	1	169132531	169367948
ENSG00000143252	0.836552218	3.8e-99	AC	Ex	SDHC	succinate dehydrogenase complex subunit C	1	161314257	161375340
ENSG00000143252	1.232349692	3.18e-282	CN	Ast	SDHC	succinate dehydrogenase complex subunit C	1	161314257	161375340
ENSG00000143322	0.970604485	2.11e-134	AC	Ex	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1	179099330	179229684
ENSG00000143322	1.180432479	5.15e-24	CN	OD	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1	179099330	179229684
ENSG00000143322	1.320616532	0	CN	Ast	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	1	179099330	179229684
ENSG00000143376	0.702440723	4.26e-50	AC	Ex	SNX27	sorting nexin 27	1	151612006	151699091
ENSG00000143376	0.934997186	7.81e-55	AC	Ast	SNX27	sorting nexin 27	1	151612006	151699091
ENSG00000143376	0.880060854	2.58e-14	CN	OD	SNX27	sorting nexin 27	1	151612006	151699091
ENSG00000143376	1.208201652	7.66e-212	CN	Ast	SNX27	sorting nexin 27	1	151612006	151699091
ENSG00000143469	0.757849004	8.29e-74	CN	Ast	SYT14	synaptotagmin 14	1	209900923	210171389
ENSG00000143507	0.806970233	4.75e-11	CB	In	DUSP10	dual specificity phosphatase 10	1	221701424	221742089
ENSG00000143603	0.718320317	2.25e-80	CN	Ast	KCNN3	potassium calcium-activated channel subfamily N member 3	1	154697455	154870281
ENSG00000143603	1.412641854	3.31e-57	CN	In	KCNN3	potassium calcium-activated channel subfamily N member 3	1	154697455	154870281
ENSG00000143633	-0.934151624	9.41e-31	AC	Ast	C1orf131	chromosome 1 open reading frame 131	1	231223763	231241187
ENSG00000143774	1.041706708	0.000296458	CN	OPC	GUK1	guanylate kinase 1	1	228139962	228148984
ENSG00000143847	-1.001473714	3.04e-184	CB	Neu	PPFIA4	PTPRF interacting protein alpha 4	1	203026498	203078740
ENSG00000143850	-0.78246023	2.13e-06	CN	Ast	PLEKHA6	pleckstrin homology domain containing A6	1	204218853	204377665
ENSG00000143851	1.270267563	5.5e-255	CN	Ast	PTPN7	protein tyrosine phosphatase non-receptor type 7	1	202147013	202161588
ENSG00000143858	1.132782802	8.39e-20	CB	In	SYT2	synaptotagmin 2	1	202590596	202710454
ENSG00000143870	1.523231462	0.03867068	AC	MG	PDIA6	protein disulfide isomerase family A member 6	2	10783391	10837977
ENSG00000143870	0.769050017	2.13e-88	CN	Ast	PDIA6	protein disulfide isomerase family A member 6	2	10783391	10837977
ENSG00000143878	2.71478396	1.25e-206	CN	In	RHOB	ras homolog family member B	2	20447074	20449440
ENSG00000143878	3.232757041	1.39e-66	CB	Ast	RHOB	ras homolog family member B	2	20447074	20449440
ENSG00000143878	1.775813903	8.35e-13	CB	OD	RHOB	ras homolog family member B	2	20447074	20449440
ENSG00000143924	1.121894369	1.94e-211	CN	Ast	EML4	EMAP like 4	2	42169353	42332548
ENSG00000143977	1.375574127	1.52e-15	AC	OD	SNRPG	small nuclear ribonucleoprotein polypeptide G	2	70281362	70293740
ENSG00000144029	0.813659979	6.53e-07	CN	OD	MRPS5	mitochondrial ribosomal protein S5	2	95085369	95149434
ENSG00000144040	0.816099024	5.37e-24	AC	OD	SFXN5	sideroflexin 5	2	72942036	73075619
ENSG00000144040	0.759343598	1.85e-07	CB	Ast	SFXN5	sideroflexin 5	2	72942036	73075619
ENSG00000144161	0.73326146	2.01e-88	AC	Ex	ZC3H8	zinc finger CCCH-type containing 8	2	112211529	112255136
ENSG00000144224	0.827594176	7.94e-11	CN	OD	UBXN4	UBX domain protein 4	2	135741734	135785056
ENSG00000144224	0.726820875	4.53e-82	CN	Ast	UBXN4	UBX domain protein 4	2	135741734	135785056
ENSG00000144224	0.89032519	1.71e-10	CB	In	UBXN4	UBX domain protein 4	2	135741734	135785056
ENSG00000144230	1.074421716	3.55e-05	AC	OPC	GPR17	G protein-coupled receptor 17	2	127645864	127652639
ENSG00000144230	1.853677512	1.48e-19	CN	OPC	GPR17	G protein-coupled receptor 17	2	127645864	127652639
ENSG00000144331	-1.03163643	3.8e-05	CN	Ast	ZNF385B	zinc finger protein 385B	2	179441982	179861612
ENSG00000144355	0.983075959	2.95e-55	AC	Ast	DLX1	distal-less homeobox 1	2	172084740	172089677
ENSG00000144357	0.725634723	3.77e-78	CN	Ast	UBR3	ubiquitin protein ligase E3 component n-recognin 3	2	169827458	170084131
ENSG00000144366	1.326688663	1.11e-32	CN	OD	GULP1	GULP PTB domain containing engulfment adaptor 1	2	188291669	188595931
ENSG00000144369	0.996824935	3.07e-14	CN	OD	FAM171B	family with sequence similarity 171 member B	2	186694060	186765959
ENSG00000144369	0.828228017	4.93e-74	CN	Ast	FAM171B	family with sequence similarity 171 member B	2	186694060	186765959
ENSG00000144406	0.77061029	6.18e-92	AC	Ex	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144406	0.837099851	1.24e-54	AC	Ast	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144406	1.117579301	8.01e-29	CN	OD	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144406	1.423637979	3.97e-301	CN	Ast	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144406	1.113851403	1.03e-270	CB	Neu	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144406	0.866906826	4.51e-19	CB	In	UNC80	unc-80 homolog, NALCN channel complex subunit	2	209771993	209999300
ENSG00000144674	-1.151153548	1.41e-08	AC	OD	GOLGA4	golgin A4	3	37243177	37366751
ENSG00000144908	-0.951525546	5.93e-20	CN	In	ALDH1L1	aldehyde dehydrogenase 1 family member L1	3	126103562	126197994
ENSG00000145016	0.89745397	2.54e-192	CN	Ast	RUBCN	rubicon autophagy regulator	3	197668867	197749727
ENSG00000145194	-1.603719854	1.21e-06	CN	OD	ECE2	endothelin converting enzyme 2	3	184276011	184293031
ENSG00000145284	-0.920555971	3.06e-12	CN	In	SCD5	stearoyl-CoA desaturase 5	4	82629539	82798796
ENSG00000145349	0.896013191	2.04e-12	CN	OD	CAMK2D	calcium/calmodulin dependent protein kinase II delta	4	113451032	113761927
ENSG00000145349	0.842479951	4.11e-200	CB	Neu	CAMK2D	calcium/calmodulin dependent protein kinase II delta	4	113451032	113761927
ENSG00000145494	-0.878563255	1.19e-23	AC	Ast	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	5	1801400	1816605
ENSG00000145495	1.439214365	1.82e-201	AC	Ex	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.543492673	1.66e-158	AC	Ast	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.496131377	7.67e-50	CN	OD	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	0.937080071	3.37e-107	CN	Ast	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.491535007	6.74e-08	CN	OPC	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.307171735	0	CB	Neu	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.439183727	6.56e-29	CB	In	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.209106777	2.58e-08	CB	Ast	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145495	1.437596713	2.61e-08	CB	OD	MARCH6	membrane associated ring-CH-type finger 6	5	10353695	10440388
ENSG00000145555	1.068190715	0.001093809	AC	OPC	MYO10	myosin X	5	16661907	16936288
ENSG00000145675	-1.080046349	0.028628822	AC	MG	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5	68215756	68301821
ENSG00000145687	0.848247483	1.63e-113	CN	Ast	SSBP2	single stranded DNA binding protein 2	5	81413021	81751797
ENSG00000145708	-0.959372784	2.04e-37	AC	Ast	CRHBP	corticotropin releasing hormone binding protein	5	76953045	76981158
ENSG00000145734	-0.988056836	1.64e-07	AC	OD	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	5	71455651	71567820
ENSG00000145741	1.354105447	2.91e-32	CN	OD	BTF3	basic transcription factor 3	5	73498408	73505635
ENSG00000145741	1.247786216	0	CN	Ast	BTF3	basic transcription factor 3	5	73498408	73505635
ENSG00000145741	1.908204802	0	CB	Neu	BTF3	basic transcription factor 3	5	73498408	73505635
ENSG00000145743	1.072053616	3.08e-108	AC	Ex	FBXL17	F-box and leucine rich repeat protein 17	5	107859035	108382098
ENSG00000145782	0.920887476	8.19e-93	AC	Ex	ATG12	autophagy related 12	5	115828200	115841837
ENSG00000145819	1.198492827	8.15e-171	AC	Ex	ARHGAP26	Rho GTPase activating protein 26	5	142770377	143229011
ENSG00000145819	1.07077932	1.59e-252	CN	Ast	ARHGAP26	Rho GTPase activating protein 26	5	142770377	143229011
ENSG00000145860	0.923097177	2.62e-91	AC	Ex	RNF145	ring finger protein 145	5	159157409	159210053
ENSG00000145864	1.267870306	2.92e-178	AC	Ex	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	5	161288429	161549044
ENSG00000145864	1.173426407	3.09e-180	AC	Ast	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit	5	161288429	161549044
ENSG00000145920	-0.927773659	9.37e-148	CB	Neu	CPLX2	complexin 2	5	175796310	175884021
ENSG00000145990	1.527351284	3.57e-270	AC	Ex	GFOD1	glucose-fructose oxidoreductase domain containing 1	6	13357830	13487662
ENSG00000145990	1.191480993	2.95e-80	AC	Ast	GFOD1	glucose-fructose oxidoreductase domain containing 1	6	13357830	13487662
ENSG00000145990	1.184325538	1.64e-26	CN	OD	GFOD1	glucose-fructose oxidoreductase domain containing 1	6	13357830	13487662
ENSG00000146223	1.03577117	3.67e-148	AC	Ex	RPL7L1	ribosomal protein L7 like 1	6	42879616	42889925
ENSG00000146233	-1.217996063	2.33e-49	AC	Ex	CYP39A1	cytochrome P450 family 39 subfamily A member 1	6	46549580	46652830
ENSG00000146281	0.768780625	1.75e-08	CN	OD	PM20D2	peptidase M20 domain containing 2	6	89146055	89165565
ENSG00000146352	0.736051177	3.1e-59	AC	Ex	CLVS2	clavesin 2	6	122996235	123072925
ENSG00000146352	1.411481131	0	CB	Neu	CLVS2	clavesin 2	6	122996235	123072925
ENSG00000146414	0.718879301	1.27e-08	CB	In	SHPRH	SNF2 histone linker PHD RING helicase	6	145864245	145964423
ENSG00000146416	0.939379093	3.18e-17	CN	OD	AIG1	androgen induced 1	6	143060496	143341058
ENSG00000146433	0.946947666	3.94e-124	AC	Ex	TMEM181	transmembrane protein 181	6	158536436	158635428
ENSG00000146433	0.973217907	2.96e-22	CN	OD	TMEM181	transmembrane protein 181	6	158536436	158635428
ENSG00000146433	1.30447525	0	CN	Ast	TMEM181	transmembrane protein 181	6	158536436	158635428
ENSG00000146592	2.106655176	7.49e-23	AC	In	CREB5	cAMP responsive element binding protein 5	7	28299321	28825894
ENSG00000146592	1.730931467	2.62e-08	AC	OPC	CREB5	cAMP responsive element binding protein 5	7	28299321	28825894
ENSG00000146592	2.228827096	5.95e-196	CN	Neu	CREB5	cAMP responsive element binding protein 5	7	28299321	28825894
ENSG00000146592	2.236628152	5.17e-20	CB	OD	CREB5	cAMP responsive element binding protein 5	7	28299321	28825894
ENSG00000147416	-0.695041904	1.49e-53	AC	Ex	ATP6V1B2	ATPase H+ transporting V1 subunit B2	8	20197381	20226819
ENSG00000147454	0.708519326	7.96e-68	AC	Ex	SLC25A37	solute carrier family 25 member 37	8	23528956	23575463
ENSG00000147481	1.565087475	1.63e-270	AC	Ex	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147481	1.727011467	1.57e-159	AC	Ast	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147481	1.933915406	4.42e-09	AC	OPC	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147481	1.69116392	5.27e-54	CN	OD	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147481	2.621754824	0	CN	Ast	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147481	2.301971417	6.3e-63	CB	In	SNTG1	syntrophin gamma 1	8	49909789	50796692
ENSG00000147535	-0.879673278	9.46e-29	AC	Ex	PLPP5	phospholipid phosphatase 5	8	38263130	38269243
ENSG00000147650	0.954552696	8.01e-120	CN	Ast	LRP12	LDL receptor related protein 12	8	104489231	104589024
ENSG00000147676	0.890538874	3.09e-54	AC	Ex	MAL2	mal, T cell differentiation protein 2 (gene/pseudogene)	8	119165034	119245673
ENSG00000147684	-0.740628682	4.38e-05	CN	Ast	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	8	124539101	124580648
ENSG00000147872	-2.109986877	0.000814822	CN	MG	PLIN2	perilipin 2	9	19108375	19149290
ENSG00000148053	1.971239463	0	AC	Ex	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.668829876	0	AC	Ast	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.964983754	1.03e-104	AC	OD	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.061649563	2.14e-13	AC	OPC	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.370443733	3.93e-89	CN	OD	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	1.486834463	0	CN	Ast	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.767788217	4.91e-271	CN	In	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	1.908019104	7.24e-11	CN	OPC	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	2.216600247	2.91e-54	CB	In	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148053	1.694226351	2.21e-13	CB	Ast	NTRK2	neurotrophic receptor tyrosine kinase 2	9	84668551	85027070
ENSG00000148143	-0.781569843	0.000141748	CB	In	ZNF462	zinc finger protein 462	9	106863166	107013634
ENSG00000148180	0.757088465	0.00105993	CB	Ast	GSN	gelsolin	9	121207794	121332843
ENSG00000148408	1.149667112	1.27e-174	AC	Ex	CACNA1B	calcium voltage-gated channel subunit alpha1 B	9	137877782	138124624
ENSG00000148408	1.257994959	4.22e-88	AC	Ast	CACNA1B	calcium voltage-gated channel subunit alpha1 B	9	137877782	138124624
ENSG00000148408	1.374108976	1.89e-34	CN	OD	CACNA1B	calcium voltage-gated channel subunit alpha1 B	9	137877782	138124624
ENSG00000148408	1.627166048	0	CN	Ast	CACNA1B	calcium voltage-gated channel subunit alpha1 B	9	137877782	138124624
ENSG00000148700	-0.695321209	0.005087658	CN	Neu	ADD3	adducin 3	10	109996368	110135565
ENSG00000148848	1.127600645	2.87e-298	CN	Ast	ADAM12	ADAM metallopeptidase domain 12	10	126012381	126388455
ENSG00000148948	0.796385195	7.65e-58	AC	Ast	LRRC4C	leucine rich repeat containing 4C	11	40114203	41459773
ENSG00000148948	2.302305028	1.91e-25	AC	OPC	LRRC4C	leucine rich repeat containing 4C	11	40114203	41459773
ENSG00000148948	0.826068719	2.96e-141	CN	Ast	LRRC4C	leucine rich repeat containing 4C	11	40114203	41459773
ENSG00000148948	1.331312148	4.8e-10	CN	OPC	LRRC4C	leucine rich repeat containing 4C	11	40114203	41459773
ENSG00000148948	1.315415847	3.55e-18	CB	In	LRRC4C	leucine rich repeat containing 4C	11	40114203	41459773
ENSG00000149091	0.801173792	0.004534747	CB	Ast	DGKZ	diacylglycerol kinase zeta	11	46332905	46380554
ENSG00000149187	-0.755870173	2.71e-82	AC	Ex	CELF1	CUGBP Elav-like family member 1	11	47465933	47565569
ENSG00000149187	-0.820347758	3.49e-63	AC	Ast	CELF1	CUGBP Elav-like family member 1	11	47465933	47565569
ENSG00000149187	-0.74006021	1.73e-36	CN	Ast	CELF1	CUGBP Elav-like family member 1	11	47465933	47565569
ENSG00000149187	-0.701357409	0.006609674	CN	In	CELF1	CUGBP Elav-like family member 1	11	47465933	47565569
ENSG00000149187	-0.868032415	1.55e-170	CB	Neu	CELF1	CUGBP Elav-like family member 1	11	47465933	47565569
ENSG00000149212	0.897726125	8.19e-82	AC	Ex	SESN3	sestrin 3	11	95165513	95232541
ENSG00000149212	1.186813235	7.48e-23	CN	OD	SESN3	sestrin 3	11	95165513	95232541
ENSG00000149212	1.143352644	8.71e-164	CN	Ast	SESN3	sestrin 3	11	95165513	95232541
ENSG00000149212	1.036479509	3.52e-15	CB	In	SESN3	sestrin 3	11	95165513	95232541
ENSG00000149231	0.721322782	6e-11	CB	In	CCDC82	coiled-coil domain containing 82	11	96352769	96389956
ENSG00000149311	0.889118181	0.000241417	AC	In	ATM	ATM serine/threonine kinase	11	108222484	108369102
ENSG00000149970	0.842247672	3.77e-94	AC	Ex	CNKSR2	connector enhancer of kinase suppressor of Ras 2	X	21372801	21654695
ENSG00000149970	0.868280569	1.37e-110	CN	Ast	CNKSR2	connector enhancer of kinase suppressor of Ras 2	X	21372801	21654695
ENSG00000149970	0.774864937	1.31e-296	CB	Neu	CNKSR2	connector enhancer of kinase suppressor of Ras 2	X	21372801	21654695
ENSG00000149970	0.738588544	2.73e-13	CB	In	CNKSR2	connector enhancer of kinase suppressor of Ras 2	X	21372801	21654695
ENSG00000150275	1.714913409	4.39e-08	CN	OPC	PCDH15	protocadherin related 15	10	53802771	55627942
ENSG00000150471	1.280690732	4.68e-194	AC	Ex	ADGRL3	adhesion G protein-coupled receptor L3	4	61201258	62078335
ENSG00000150471	1.240138721	6.2e-79	AC	Ast	ADGRL3	adhesion G protein-coupled receptor L3	4	61201258	62078335
ENSG00000150471	1.388799582	3.58e-31	CN	OD	ADGRL3	adhesion G protein-coupled receptor L3	4	61201258	62078335
ENSG00000150471	1.060048376	3.83e-205	CN	Ast	ADGRL3	adhesion G protein-coupled receptor L3	4	61201258	62078335
ENSG00000150471	1.762549891	8.9e-32	CB	In	ADGRL3	adhesion G protein-coupled receptor L3	4	61201258	62078335
ENSG00000150625	-0.710782071	6.14e-08	CN	In	GPM6A	glycoprotein M6A	4	175632934	176002664
ENSG00000150656	0.912142952	1.28e-08	AC	In	CNDP1	carnosine dipeptidase 1	18	74534500	74587212
ENSG00000150672	1.090488241	2.39e-129	AC	Ex	DLG2	discs large MAGUK scaffold protein 2	11	83455012	85627922
ENSG00000150672	0.758868151	8.84e-43	AC	Ast	DLG2	discs large MAGUK scaffold protein 2	11	83455012	85627922
ENSG00000150764	-0.730625764	1.75e-22	AC	Ex	DIXDC1	DIX domain containing 1	11	111927144	112022653
ENSG00000150867	0.882926592	1.22e-53	CN	Neu	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	10	22534854	22714578
ENSG00000150867	0.695027301	0.00545737	CB	OD	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	10	22534854	22714578
ENSG00000150938	0.757441247	7.01e-09	CN	OD	CRIM1	cysteine rich transmembrane BMP regulator 1	2	36355778	36551135
ENSG00000150995	0.760783564	3.54e-51	AC	Ex	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3	4493345	4847840
ENSG00000151012	2.15148512	9.3e-38	AC	OD	SLC7A11	solute carrier family 7 member 11	4	138164097	138242349
ENSG00000151012	1.752568647	1.27e-91	CN	In	SLC7A11	solute carrier family 7 member 11	4	138164097	138242349
ENSG00000151012	2.147428994	8.65e-20	CB	Ast	SLC7A11	solute carrier family 7 member 11	4	138164097	138242349
ENSG00000151067	1.173030525	8.38e-182	AC	Ex	CACNA1C	calcium voltage-gated channel subunit alpha1 C	12	1970786	2697950
ENSG00000151067	1.207171815	8.8e-80	AC	Ast	CACNA1C	calcium voltage-gated channel subunit alpha1 C	12	1970786	2697950
ENSG00000151067	1.285551199	7.68e-26	CN	OD	CACNA1C	calcium voltage-gated channel subunit alpha1 C	12	1970786	2697950
ENSG00000151067	1.259488949	0	CN	Ast	CACNA1C	calcium voltage-gated channel subunit alpha1 C	12	1970786	2697950
ENSG00000151136	0.853724362	8.33e-12	CB	In	BTBD11	BTB domain containing 11	12	107318421	107659642
ENSG00000151150	1.00867732	6.45e-13	AC	In	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	1.030189029	3.61e-63	CN	Neu	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	0.816290423	1.27e-16	CN	OD	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	1.186170213	2.72e-186	CN	Ast	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	1.06950469	0	CB	Neu	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	0.704428606	3.13e-10	CB	In	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151150	0.913834094	1.72e-05	CB	OD	ANK3	ankyrin 3	10	60026298	60733490
ENSG00000151276	0.854133577	7.43e-15	CN	OD	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	3	65353525	66038834
ENSG00000151276	0.773874679	6.36e-06	CB	In	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	3	65353525	66038834
ENSG00000151322	1.252199455	1.25e-16	AC	OD	NPAS3	neuronal PAS domain protein 3	14	32934933	33804176
ENSG00000151322	1.938328079	1.85e-16	CB	Ast	NPAS3	neuronal PAS domain protein 3	14	32934933	33804176
ENSG00000151461	-0.902995819	7.75e-05	AC	OD	UPF2	UPF2 regulator of nonsense mediated mRNA decay	10	11920022	12043170
ENSG00000151552	-0.76640103	6.35e-26	CN	Neu	QDPR	quinoid dihydropteridine reductase	4	17460261	17512206
ENSG00000151612	-0.882784623	9.46e-33	AC	Ex	ZNF827	zinc finger protein 827	4	145757627	145938823
ENSG00000151690	0.733678453	6.35e-57	AC	Ex	MFSD6	major facilitator superfamily domain containing 6	2	190408355	190509205
ENSG00000151694	0.744615893	1.49e-73	AC	Ex	ADAM17	ADAM metallopeptidase domain 17	2	9488486	9556732
ENSG00000151694	0.780640349	5.46e-89	CN	Ast	ADAM17	ADAM metallopeptidase domain 17	2	9488486	9556732
ENSG00000151726	-1.502459749	3.65e-06	AC	MG	ACSL1	acyl-CoA synthetase long chain family member 1	4	184755595	184826818
ENSG00000151834	0.70511869	2.33e-56	AC	Ex	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	4	46248427	46475230
ENSG00000151893	0.732343791	7.09e-78	AC	Ex	CACUL1	CDK2 associated cullin domain 1	10	118674167	118755249
ENSG00000151893	1.079572506	2.65e-18	CN	OD	CACUL1	CDK2 associated cullin domain 1	10	118674167	118755249
ENSG00000152061	0.712631948	7.29e-49	AC	Ex	RABGAP1L	RAB GTPase activating protein 1 like	1	174159410	174995308
ENSG00000152154	0.698985182	6.56e-82	AC	Ex	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152154	0.794163233	6.05e-40	AC	Ast	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152154	0.913419904	5.91e-25	CN	OD	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152154	0.832178407	1.14e-85	CN	Ast	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152154	0.993042488	0	CB	Neu	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152154	0.867197152	5.62e-16	CB	In	TMEM178A	transmembrane protein 178A	2	39664982	39717963
ENSG00000152208	1.257184891	8.83e-210	AC	Ex	GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303966	93810157
ENSG00000152208	1.493738327	9.74e-07	AC	OPC	GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303966	93810157
ENSG00000152208	0.828038668	2.47e-110	CN	Ast	GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303966	93810157
ENSG00000152208	1.659478992	5.46e-74	CB	In	GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303966	93810157
ENSG00000152208	1.494430675	1.22e-20	CB	Ast	GRID2	glutamate ionotropic receptor delta type subunit 2	4	92303966	93810157
ENSG00000152291	0.999833959	3.42e-17	CN	OD	TGOLN2	trans-golgi network protein 2	2	85318020	85328296
ENSG00000152291	0.777405566	2.67e-71	CN	Ast	TGOLN2	trans-golgi network protein 2	2	85318020	85328296
ENSG00000152377	0.798344111	4.44e-42	AC	Ex	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	1.216282787	9.35e-99	AC	Ast	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	1.412892621	2.67e-05	AC	OPC	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	1.332792197	6.64e-39	CN	OD	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	0.732968643	7.59e-59	CN	Ast	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	0.768952475	1.14e-293	CB	Neu	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	1.288099321	2.68e-37	CB	In	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152377	1.19234661	5.41e-08	CB	OD	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	5	136975298	137598379
ENSG00000152402	1.65863231	8.43e-289	AC	Ex	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	11	106674012	107018524
ENSG00000152402	2.181577198	0	CN	Ast	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	11	106674012	107018524
ENSG00000152492	1.431831208	1.79e-11	AC	OPC	CCDC50	coiled-coil domain containing 50	3	191329085	191398659
ENSG00000152492	1.479709853	4.53e-08	CN	OPC	CCDC50	coiled-coil domain containing 50	3	191329085	191398659
ENSG00000152495	1.050273585	6.72e-116	AC	Ex	CAMK4	calcium/calmodulin dependent protein kinase IV	5	111223653	111494886
ENSG00000152495	1.815252579	0	CN	Ast	CAMK4	calcium/calmodulin dependent protein kinase IV	5	111223653	111494886
ENSG00000152495	2.119023055	0	CB	Neu	CAMK4	calcium/calmodulin dependent protein kinase IV	5	111223653	111494886
ENSG00000152495	1.485507937	5.58e-21	CB	In	CAMK4	calcium/calmodulin dependent protein kinase IV	5	111223653	111494886
ENSG00000152518	1.083510874	2.86e-05	AC	MG	ZFP36L2	ZFP36 ring finger protein like 2	2	43222402	43226606
ENSG00000152518	1.638015693	2.62e-07	CN	MG	ZFP36L2	ZFP36 ring finger protein like 2	2	43222402	43226606
ENSG00000152527	1.378045547	3.81e-07	CN	OPC	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2	2	43637260	43767987
ENSG00000152578	1.42257079	1.75e-251	AC	Ex	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	11	105609994	105982092
ENSG00000152578	1.363827405	1.4e-111	AC	Ast	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	11	105609994	105982092
ENSG00000152578	1.423454145	1.88e-44	CN	OD	GRIA4	glutamate ionotropic receptor AMPA type subunit 4	11	105609994	105982092
