gene	p_val	avg_logFC	pct.H	pct.O	p_val_adj	cell_type	hgnc_symbol	chromosome_name	start_position	end_position	entrezgene_description	tissue	cell
ENSG00000151474	0.001302565	0.885226585	0.107	0.036	1	MG	FRMD4A	10	13643706	14462142	FERM domain containing 4A	AC	AC MG
ENSG00000151552	6.04e-30	-0.76640103	0.335	0.45	6.35e-26	Neu	QDPR	4	17460261	17512206	quinoid dihydropteridine reductase	CN	CN Neu
ENSG00000151612	8.59e-37	-0.882784623	0.095	0.228	9.46e-33	Ex	ZNF827	4	145757627	145938823	zinc finger protein 827	AC	AC Ex
ENSG00000151690	5.77e-61	0.733678453	0.114	0.021	6.35e-57	Ex	MFSD6	2	190408355	190509205	major facilitator superfamily domain containing 6	AC	AC Ex
ENSG00000151694	1.35e-77	0.744615893	0.117	0.016	1.49e-73	Ex	ADAM17	2	9488486	9556732	ADAM metallopeptidase domain 17	AC	AC Ex
ENSG00000151694	5.19e-93	0.780640349	0.113	0.012	5.46e-89	Ast	ADAM17	2	9488486	9556732	ADAM metallopeptidase domain 17	CN	CN Ast
ENSG00000151726	3.31e-10	-1.502459749	0.043	0.206	3.65e-06	MG	ACSL1	4	184755595	184826818	acyl-CoA synthetase long chain family member 1	AC	AC MG
ENSG00000151726	1.87e-05	-1.407602089	0.035	0.145	0.196808613	MG	ACSL1	4	184755595	184826818	acyl-CoA synthetase long chain family member 1	CN	CN MG
ENSG00000151834	2.12e-60	0.70511869	0.184	0.056	2.33e-56	Ex	GABRA2	4	46248427	46475230	gamma-aminobutyric acid type A receptor alpha2 subunit	AC	AC Ex
ENSG00000151893	6.44e-82	0.732343791	0.13	0.019	7.09e-78	Ex	CACUL1	10	118674167	118755249	CDK2 associated cullin domain 1	AC	AC Ex
ENSG00000151893	2.52e-22	1.079572506	0.11	0.004	2.65e-18	OD	CACUL1	10	118674167	118755249	CDK2 associated cullin domain 1	CN	CN OD
ENSG00000151914	0.001800195	-0.743886834	0.091	0.175	1	MG	DST	6	56457987	56954649	dystonin	AC	AC MG
ENSG00000152061	6.62e-53	0.712631948	0.125	0.03	7.29e-49	Ex	RABGAP1L	1	174159410	174995308	RAB GTPase activating protein 1 like	AC	AC Ex
ENSG00000152154	5.96e-86	0.698985182	0.21	0.05	6.56e-82	Ex	TMEM178A	2	39664982	39717963	transmembrane protein 178A	AC	AC Ex
ENSG00000152154	5.5e-44	0.794163233	0.104	0.023	6.05e-40	Ast	TMEM178A	2	39664982	39717963	transmembrane protein 178A	AC	AC Ast
ENSG00000152154	5.62e-29	0.913419904	0.229	0.032	5.91e-25	OD	TMEM178A	2	39664982	39717963	transmembrane protein 178A	CN	CN OD
ENSG00000152154	1.09e-89	0.832178407	0.149	0.023	1.14e-85	Ast	TMEM178A	2	39664982	39717963	transmembrane protein 178A	CN	CN Ast
ENSG00000152154	0	0.993042488	0.162	0.04	0	Neu	TMEM178A	2	39664982	39717963	transmembrane protein 178A	CB	CB Neu
ENSG00000152154	5.99e-20	0.867197152	0.211	0.062	5.62e-16	In	TMEM178A	2	39664982	39717963	transmembrane protein 178A	CB	CB In
ENSG00000152208	8.02e-214	1.257184891	0.21	0.01	8.83e-210	Ex	GRID2	4	92303966	93810157	glutamate ionotropic receptor delta type subunit 2	AC	AC Ex
ENSG00000152208	8.85e-11	1.493738327	0.109	0.005	9.74e-07	OPC	GRID2	4	92303966	93810157	glutamate ionotropic receptor delta type subunit 2	AC	AC OPC
ENSG00000152208	2.35e-114	0.828038668	0.133	0.014	2.47e-110	Ast	GRID2	4	92303966	93810157	glutamate ionotropic receptor delta type subunit 2	CN	CN Ast
ENSG00000152208	5.83e-78	1.659478992	0.42	0.043	5.46e-74	In	GRID2	4	92303966	93810157	glutamate ionotropic receptor delta type subunit 2	CB	CB In
ENSG00000152208	1.3e-24	1.494430675	0.212	0.013	1.22e-20	Ast	GRID2	4	92303966	93810157	glutamate ionotropic receptor delta type subunit 2	CB	CB Ast
ENSG00000152291	3.25e-21	0.999833959	0.162	0.022	3.42e-17	OD	TGOLN2	2	85318020	85328296	trans-golgi network protein 2	CN	CN OD
ENSG00000152291	2.53e-75	0.777405566	0.103	0.013	2.67e-71	Ast	TGOLN2	2	85318020	85328296	trans-golgi network protein 2	CN	CN Ast
ENSG00000152377	4.03e-46	0.798344111	0.141	0.044	4.44e-42	Ex	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	AC	AC Ex
ENSG00000152377	8.49e-103	1.216282787	0.244	0.059	9.35e-99	Ast	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	AC	AC Ast
ENSG00000152377	2.43e-09	1.412892621	0.119	0.014	2.67e-05	OPC	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	AC	AC OPC
ENSG00000152377	6.31e-43	1.332792197	0.336	0.049	6.64e-39	OD	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	CN	CN OD
ENSG00000152377	7.21e-63	0.732968643	0.105	0.016	7.59e-59	Ast	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	CN	CN Ast
ENSG00000152377	1.21e-297	0.768952475	0.194	0.066	1.14e-293	Neu	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	CB	CB Neu
ENSG00000152377	2.85e-41	1.288099321	0.34	0.086	2.68e-37	In	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	CB	CB In
ENSG00000152377	5.77e-12	1.19234661	0.215	0.049	5.41e-08	OD	SPOCK1	5	136975298	137598379	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	CB	CB OD
ENSG00000152402	7.66e-293	1.65863231	0.239	0.002	8.43e-289	Ex	GUCY1A2	11	106674012	107018524	guanylate cyclase 1 soluble subunit alpha 2	AC	AC Ex
ENSG00000152402	0	2.181577198	0.398	0.002	0	Ast	GUCY1A2	11	106674012	107018524	guanylate cyclase 1 soluble subunit alpha 2	CN	CN Ast
ENSG00000152492	1.62e-15	1.431831208	0.207	0.024	1.79e-11	OPC	CCDC50	3	191329085	191398659	coiled-coil domain containing 50	AC	AC OPC
ENSG00000152492	4.3e-12	1.479709853	0.145	0.007	4.53e-08	OPC	CCDC50	3	191329085	191398659	coiled-coil domain containing 50	CN	CN OPC
ENSG00000152495	6.1e-120	1.050273585	0.126	0.007	6.72e-116	Ex	CAMK4	5	111223653	111494886	calcium/calmodulin dependent protein kinase IV	AC	AC Ex
ENSG00000152495	0	1.815252579	0.342	0.012	0	Ast	CAMK4	5	111223653	111494886	calcium/calmodulin dependent protein kinase IV	CN	CN Ast
ENSG00000152495	0	2.119023055	0.192	0.007	0	Neu	CAMK4	5	111223653	111494886	calcium/calmodulin dependent protein kinase IV	CB	CB Neu
ENSG00000152495	5.95e-25	1.485507937	0.117	0.002	5.58e-21	In	CAMK4	5	111223653	111494886	calcium/calmodulin dependent protein kinase IV	CB	CB In
ENSG00000152518	2.6e-09	1.083510874	0.25	0.056	2.86e-05	MG	ZFP36L2	2	43222402	43226606	ZFP36 ring finger protein like 2	AC	AC MG
ENSG00000152518	2.49e-11	1.638015693	0.229	0.035	2.62e-07	MG	ZFP36L2	2	43222402	43226606	ZFP36 ring finger protein like 2	CN	CN MG
ENSG00000152527	3.62e-11	1.378045547	0.145	0.009	3.81e-07	OPC	PLEKHH2	2	43637260	43767987	pleckstrin homology, MyTH4 and FERM domain containing H2	CN	CN OPC
ENSG00000152578	1.59e-255	1.42257079	0.347	0.045	1.75e-251	Ex	GRIA4	11	105609994	105982092	glutamate ionotropic receptor AMPA type subunit 4	AC	AC Ex
ENSG00000152578	1.27e-115	1.363827405	0.22	0.038	1.4e-111	Ast	GRIA4	11	105609994	105982092	glutamate ionotropic receptor AMPA type subunit 4	AC	AC Ast
ENSG00000152578	1.79e-48	1.423454145	0.385	0.057	1.88e-44	OD	GRIA4	11	105609994	105982092	glutamate ionotropic receptor AMPA type subunit 4	CN	CN OD
ENSG00000152578	0	1.377889239	0.149	0.02	0	Neu	GRIA4	11	105609994	105982092	glutamate ionotropic receptor AMPA type subunit 4	CB	CB Neu
ENSG00000152578	1.84e-51	1.130680762	0.412	0.101	1.73e-47	In	GRIA4	11	105609994	105982092	glutamate ionotropic receptor AMPA type subunit 4	CB	CB In
ENSG00000152580	2.57e-186	1.075437251	0.149	0	2.82e-182	Ex	IGSF10	3	151425384	151458709	immunoglobulin superfamily member 10	AC	AC Ex
ENSG00000152580	0	1.238898598	0.144	0	0	Ast	IGSF10	3	151425384	151458709	immunoglobulin superfamily member 10	CN	CN Ast
ENSG00000152580	6.24e-87	1.811164653	0.12	0	6.57e-83	In	IGSF10	3	151425384	151458709	immunoglobulin superfamily member 10	CN	CN In
ENSG00000152601	4e-08	1.920833214	0.113	0.004	0.000421147	MG	MBNL1	3	152243828	152465780	muscleblind like splicing regulator 1	CN	CN MG
ENSG00000152661	1.02e-79	1.369228135	0.442	0.073	1.13e-75	OD	GJA1	6	121435595	121449727	gap junction protein alpha 1	AC	AC OD
ENSG00000152661	1.88e-171	1.413621442	0.384	0.052	1.98e-167	In	GJA1	6	121435595	121449727	gap junction protein alpha 1	CN	CN In
ENSG00000152661	8.17e-16	0.943268712	0.215	0.039	7.66e-12	Ast	GJA1	6	121435595	121449727	gap junction protein alpha 1	CB	CB Ast
ENSG00000152767	2.19e-89	0.771626375	0.128	0.016	2.41e-85	Ex	FARP1	13	98142562	98455176	FERM, ARH/RhoGEF and pleckstrin domain protein 1	AC	AC Ex
ENSG00000152767	1.68e-62	1.039740968	0.112	0.016	1.85e-58	Ast	FARP1	13	98142562	98455176	FERM, ARH/RhoGEF and pleckstrin domain protein 1	AC	AC Ast
ENSG00000152767	3e-30	1.594836212	0.149	0.012	3.31e-26	OD	FARP1	13	98142562	98455176	FERM, ARH/RhoGEF and pleckstrin domain protein 1	AC	AC OD
ENSG00000152795	5.63e-05	-0.700147117	0.204	0.355	0.528247819	OD	HNRNPDL	4	82422564	82430408	heterogeneous nuclear ribonucleoprotein D like	CB	CB OD
ENSG00000152822	6.76e-80	0.745195014	0.16	0.032	7.44e-76	Ex	GRM1	6	146027646	146437601	glutamate metabotropic receptor 1	AC	AC Ex
ENSG00000152932	3.1e-133	1.585731846	0.195	0.017	3.41e-129	Ast	RAB3C	5	58582221	58859394	RAB3C, member RAS oncogene family	AC	AC Ast
ENSG00000152932	1.27e-28	1.257102554	0.153	0.008	1.34e-24	OD	RAB3C	5	58582221	58859394	RAB3C, member RAS oncogene family	CN	CN OD
ENSG00000152932	2e-14	1.036490846	0.105	0.019	1.88e-10	In	RAB3C	5	58582221	58859394	RAB3C, member RAS oncogene family	CB	CB In
ENSG00000153187	3.42e-76	0.709916729	0.384	0.174	3.76e-72	Ex	HNRNPU	1	244840638	244864560	heterogeneous nuclear ribonucleoprotein U	AC	AC Ex
ENSG00000153707	1.38e-100	0.984958521	0.183	0.034	1.52e-96	Ex	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	AC	AC Ex
ENSG00000153707	1.11e-16	1.336666104	0.138	0.018	1.23e-12	In	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	AC	AC In
ENSG00000153707	3.93e-164	1.563423017	0.244	0.023	4.33e-160	Ast	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	AC	AC Ast
ENSG00000153707	3.78e-11	1.812995352	0.106	0.002	4.16e-07	OPC	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	AC	AC OPC
ENSG00000153707	5.88e-161	1.799549412	0.196	0.013	6.19e-157	Neu	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CN	CN Neu
ENSG00000153707	2.85e-19	1.173535784	0.144	0.019	2.99e-15	OD	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CN	CN OD
ENSG00000153707	1.48e-175	1.047584119	0.14	0.008	1.56e-171	Ast	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CN	CN Ast
ENSG00000153707	4.51e-12	1.31577092	0.145	0.007	4.74e-08	OPC	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CN	CN OPC
ENSG00000153707	4.75e-17	1.747235995	0.124	0.003	4.45e-13	Ast	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CB	CB Ast
ENSG00000153707	1.21e-14	1.496410712	0.183	0.025	1.14e-10	OD	PTPRD	9	8314246	10612723	protein tyrosine phosphatase receptor type D	CB	CB OD
ENSG00000153933	2.85e-26	1.140006727	0.119	0.002	3e-22	OD	DGKE	17	56834107	56869567	diacylglycerol kinase epsilon	CN	CN OD
ENSG00000153933	5e-220	1.070401294	0.137	0.005	5.26e-216	Ast	DGKE	17	56834107	56869567	diacylglycerol kinase epsilon	CN	CN Ast
ENSG00000153944	4.33e-122	1.4668804	0.158	0.007	4.76e-118	Ast	MSI2	17	57255851	57684689	musashi RNA binding protein 2	AC	AC Ast
ENSG00000153944	4.2e-71	2.251375803	0.293	0.01	4.62e-67	OD	MSI2	17	57255851	57684689	musashi RNA binding protein 2	AC	AC OD
ENSG00000153944	5.67e-13	1.730193589	0.125	0.002	6.25e-09	OPC	MSI2	17	57255851	57684689	musashi RNA binding protein 2	AC	AC OPC
ENSG00000153944	1.24e-53	1.669670408	0.257	0.007	1.31e-49	OD	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CN	CN OD
ENSG00000153944	3.84e-200	1.238422196	0.147	0.007	4.04e-196	Ast	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CN	CN Ast
ENSG00000153944	2.37e-215	2.619559471	0.292	0.002	2.49e-211	In	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CN	CN In
ENSG00000153944	2.61e-17	2.16368912	0.164	0	2.74e-13	OPC	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CN	CN OPC
ENSG00000153944	1.89e-36	1.793099094	0.178	0.007	1.77e-32	In	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CB	CB In
ENSG00000153944	2e-41	2.635959106	0.274	0	1.88e-37	Ast	MSI2	17	57255851	57684689	musashi RNA binding protein 2	CB	CB Ast
ENSG00000153956	1.86e-95	0.949372501	0.176	0.033	2.04e-91	Ex	CACNA2D1	7	81946444	82443777	calcium voltage-gated channel auxiliary subunit alpha2delta 1	AC	AC Ex
ENSG00000153956	2.49e-56	0.693164998	0.109	0.019	2.62e-52	Ast	CACNA2D1	7	81946444	82443777	calcium voltage-gated channel auxiliary subunit alpha2delta 1	CN	CN Ast
ENSG00000154122	5.42e-39	0.741558753	0.12	0.036	5.96e-35	Ast	ANKH	5	14704800	14871778	ANKH inorganic pyrophosphate transport regulator	AC	AC Ast
ENSG00000154122	3.7e-23	0.951858677	0.171	0.021	3.89e-19	OD	ANKH	5	14704800	14871778	ANKH inorganic pyrophosphate transport regulator	CN	CN OD
ENSG00000154229	8.68e-187	1.199696036	0.182	0.008	9.55e-183	Ex	PRKCA	17	66302613	66810743	protein kinase C alpha	AC	AC Ex
ENSG00000154277	0.000100173	-0.825582849	0.088	0.198	1	MG	UCHL1	4	41256413	41268455	ubiquitin C-terminal hydrolase L1	AC	AC MG
ENSG00000154380	2.96e-49	0.870204124	0.101	0.018	3.26e-45	Ast	ENAH	1	225486835	225653142	ENAH actin regulator	AC	AC Ast
ENSG00000154553	4.29e-09	0.741886711	0.139	0.031	4.02e-05	Ast	PDLIM3	4	185500660	185535612	PDZ and LIM domain 3	CB	CB Ast
ENSG00000154556	3.49e-116	0.929857296	0.308	0.088	3.85e-112	Ex	SORBS2	4	185585444	185956652	sorbin and SH3 domain containing 2	AC	AC Ex
ENSG00000154556	4.77e-35	0.706746326	0.109	0.032	5.26e-31	Ast	SORBS2	4	185585444	185956652	sorbin and SH3 domain containing 2	AC	AC Ast
ENSG00000154556	2.92e-73	0.698004312	0.43	0.164	3.07e-69	Ast	SORBS2	4	185585444	185956652	sorbin and SH3 domain containing 2	CN	CN Ast
ENSG00000154678	3.53e-29	1.329560781	0.131	0.002	3.71e-25	OD	PDE1C	7	31751179	32428131	phosphodiesterase 1C	CN	CN OD
ENSG00000154678	2.13e-16	1.780930944	0.124	0.002	2e-12	OD	PDE1C	7	31751179	32428131	phosphodiesterase 1C	CB	CB OD
ENSG00000154723	6.89e-59	0.724731696	0.184	0.058	7.59e-55	Ex	ATP5PF	21	25716503	25735673	ATP synthase peripheral stalk subunit F6	AC	AC Ex
ENSG00000154723	1.88e-35	1.731462262	0.163	0.009	2.07e-31	OD	ATP5PF	21	25716503	25735673	ATP synthase peripheral stalk subunit F6	AC	AC OD
ENSG00000154930	3.11e-73	1.10143024	0.205	0.037	3.27e-69	In	ACSS1	20	25006230	25058980	acyl-CoA synthetase short chain family member 1	CN	CN In
ENSG00000154930	8.23e-13	0.839825884	0.182	0.036	7.72e-09	Ast	ACSS1	20	25006230	25058980	acyl-CoA synthetase short chain family member 1	CB	CB Ast
ENSG00000155093	3.92e-83	1.131977554	0.115	0.007	4.31e-79	Ast	PTPRN2	7	157539056	158587823	protein tyrosine phosphatase receptor type N2	AC	AC Ast
ENSG00000155093	2.38e-31	1.176306804	0.15	0.004	2.5e-27	OD	PTPRN2	7	157539056	158587823	protein tyrosine phosphatase receptor type N2	CN	CN OD
ENSG00000155099	7.63e-17	0.780764827	0.107	0.01	8.03e-13	OD	PIP4P2	8	90993802	91040872	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	CN	CN OD
ENSG00000155265	3.82e-09	0.872179567	0.109	0.018	3.58e-05	Ast	GOLGA7B	10	97849843	97871580	golgin A7 family member B	CB	CB Ast
ENSG00000155368	7.51e-30	1.313152729	0.19	0.034	8.26e-26	OD	DBI	2	119366921	119372560	diazepam binding inhibitor, acyl-CoA binding protein	AC	AC OD
ENSG00000155368	1.4e-07	1.098866717	0.127	0.017	0.001477575	OPC	DBI	2	119366921	119372560	diazepam binding inhibitor, acyl-CoA binding protein	CN	CN OPC
ENSG00000155659	0.000345149	0.72499046	0.14	0.048	1	MG	VSIG4	X	66021738	66040125	V-set and immunoglobulin domain containing 4	AC	AC MG
ENSG00000155744	2.04e-93	0.803491892	0.245	0.065	2.25e-89	Ex	FAM126B	2	200973718	201071671	family with sequence similarity 126 member B	AC	AC Ex
ENSG00000155744	2.2e-57	0.861281677	0.147	0.036	2.42e-53	Ast	FAM126B	2	200973718	201071671	family with sequence similarity 126 member B	AC	AC Ast
ENSG00000155744	1.04e-16	0.788657984	0.193	0.045	1.09e-12	OD	FAM126B	2	200973718	201071671	family with sequence similarity 126 member B	CN	CN OD
ENSG00000155744	2.78e-131	0.918416808	0.298	0.06	2.93e-127	Ast	FAM126B	2	200973718	201071671	family with sequence similarity 126 member B	CN	CN Ast
ENSG00000155744	2.19e-11	0.721053794	0.144	0.051	2.05e-07	In	FAM126B	2	200973718	201071671	family with sequence similarity 126 member B	CB	CB In
ENSG00000155886	7.77e-66	0.784304892	0.109	0.017	8.56e-62	Ex	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	AC	AC Ex
ENSG00000155886	4.33e-14	1.302148874	0.103	0.011	4.77e-10	In	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	AC	AC In
ENSG00000155886	1.11e-79	1.202490122	0.119	0.01	1.23e-75	Ast	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	AC	AC Ast
ENSG00000155886	5.65e-155	1.934265891	0.167	0.008	5.95e-151	Neu	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	CN	CN Neu
ENSG00000155886	6.08e-53	1.611192617	0.266	0.01	6.4e-49	OD	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	CN	CN OD
ENSG00000155886	4.6e-257	1.354853752	0.271	0.025	4.84e-253	Ast	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	CN	CN Ast
ENSG00000155886	1.01e-49	1.845732794	0.251	0.014	9.49e-46	In	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	CB	CB In
ENSG00000155886	3.39e-23	1.674010602	0.21	0.011	3.17e-19	OD	SLC24A2	9	19507452	19786928	solute carrier family 24 member 2	CB	CB OD
ENSG00000156011	2.57e-105	0.831997222	0.474	0.218	2.83e-101	Ex	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	AC	AC Ex
ENSG00000156011	8e-17	1.104845936	0.102	0.016	8.8e-13	OD	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	AC	AC OD
ENSG00000156011	2.5e-106	0.878147504	0.316	0.079	2.63e-102	Ast	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	CN	CN Ast
ENSG00000156011	0	0.886293513	0.309	0.106	0	Neu	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	CB	CB Neu
ENSG00000156011	1.82e-41	1.089912128	0.36	0.096	1.71e-37	In	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	CB	CB In
ENSG00000156011	4.19e-11	1.043113291	0.153	0.031	3.93e-07	Ast	PSD3	8	18527303	19084730	pleckstrin and Sec7 domain containing 3	CB	CB Ast
ENSG00000156052	0	1.808469206	0.278	0	0	Ex	GNAQ	9	77716097	78031811	G protein subunit alpha q	AC	AC Ex
ENSG00000156052	6.69e-135	1.613904179	0.152	0	7.36e-131	Ast	GNAQ	9	77716097	78031811	G protein subunit alpha q	AC	AC Ast
ENSG00000156052	5.08e-38	1.467477463	0.165	0.001	5.35e-34	OD	GNAQ	9	77716097	78031811	G protein subunit alpha q	CN	CN OD
ENSG00000156052	0	1.684415976	0.251	0	0	Ast	GNAQ	9	77716097	78031811	G protein subunit alpha q	CN	CN Ast
ENSG00000156052	1.46e-29	1.602935975	0.132	0	1.37e-25	In	GNAQ	9	77716097	78031811	G protein subunit alpha q	CB	CB In
ENSG00000156076	2.15e-16	-0.966594729	0.118	0.2	2.26e-12	In	WIF1	12	65050626	65121305	WNT inhibitory factor 1	CN	CN In
ENSG00000156103	7.05e-113	1.011708806	0.132	0.011	7.76e-109	Ex	MMP16	8	88032011	88328025	matrix metallopeptidase 16	AC	AC Ex
ENSG00000156103	1.17e-12	1.735953254	0.122	0.002	1.28e-08	OPC	MMP16	8	88032011	88328025	matrix metallopeptidase 16	AC	AC OPC
ENSG00000156103	1.48e-11	1.536944598	0.118	0.002	1.56e-07	OPC	MMP16	8	88032011	88328025	matrix metallopeptidase 16	CN	CN OPC
ENSG00000156113	2.78e-306	1.597458735	0.421	0.06	3.06e-302	Ex	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	AC	AC Ex
ENSG00000156113	2.1e-106	1.290699826	0.185	0.026	2.31e-102	Ast	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	AC	AC Ast
ENSG00000156113	1.92e-10	1.493733385	0.112	0.007	2.12e-06	OPC	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	AC	AC OPC
ENSG00000156113	4.34e-54	1.670343057	0.294	0.017	4.57e-50	OD	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	CN	CN OD
ENSG00000156113	0	1.463759692	0.248	0.012	0	Ast	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	CN	CN Ast
ENSG00000156113	1.77e-67	2.089010657	0.328	0.02	1.66e-63	In	KCNMA1	10	76869601	77638369	potassium calcium-activated channel subfamily M alpha 1	CB	CB In
ENSG00000156411	3.68e-31	1.693532804	0.157	0.015	4.05e-27	OD	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	AC	AC OD
ENSG00000156411	2.46e-36	1.253077836	0.269	0.034	2.59e-32	OD	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CN	CN OD
ENSG00000156411	2.22e-103	0.977681112	0.292	0.072	2.33e-99	Ast	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CN	CN Ast
ENSG00000156411	1.08e-90	1.600013344	0.158	0.01	1.14e-86	In	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CN	CN In
ENSG00000156411	6.14e-08	1.16332803	0.109	0.009	0.000645732	OPC	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CN	CN OPC
ENSG00000156411	0	1.138860487	0.116	0.02	0	Neu	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CB	CB Neu
ENSG00000156411	9.26e-13	0.807710822	0.133	0.04	8.68e-09	In	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CB	CB In
ENSG00000156411	2.02e-15	1.559243568	0.113	0.003	1.89e-11	Ast	ATP5MPL	14	103912288	103928269	ATP synthase membrane subunit 6.8PL	CB	CB Ast
ENSG00000156463	9.59e-10	-0.870169169	0.048	0.111	1.01e-05	Ast	SH3RF2	5	145936578	146081791	SH3 domain containing ring finger 2	CN	CN Ast
ENSG00000156642	7.82e-179	1.264840795	0.276	0.042	8.62e-175	Ex	NPTN	15	73560014	73634134	neuroplastin	AC	AC Ex
ENSG00000156642	8.89e-106	1.230503712	0.202	0.034	9.78e-102	Ast	NPTN	15	73560014	73634134	neuroplastin	AC	AC Ast
ENSG00000156642	2.06e-16	0.793920567	0.153	0.028	2.17e-12	OD	NPTN	15	73560014	73634134	neuroplastin	CN	CN OD
ENSG00000156642	2.1e-236	1.450245779	0.251	0.024	2.21e-232	Ast	NPTN	15	73560014	73634134	neuroplastin	CN	CN Ast
ENSG00000156642	3.82e-16	0.970647258	0.127	0.026	3.59e-12	In	NPTN	15	73560014	73634134	neuroplastin	CB	CB In
ENSG00000156976	1.05e-228	1.212445022	0.524	0.148	1.15e-224	Ex	EIF4A2	3	186783205	186789897	eukaryotic translation initiation factor 4A2	AC	AC Ex
ENSG00000157005	1.7e-91	-2.250555298	0.09	0.28	1.87e-87	Ast	SST	3	187668912	187670394	somatostatin	AC	AC Ast
ENSG00000157005	0.003595619	-1.968967692	0.101	0.155	1	OD	SST	3	187668912	187670394	somatostatin	CN	CN OD
ENSG00000157064	1.58e-154	1.087675341	0.129	0.001	1.74e-150	Ex	NMNAT2	1	183248237	183418380	nicotinamide nucleotide adenylyltransferase 2	AC	AC Ex
ENSG00000157064	3.01e-94	1.27340219	0.111	0.001	3.31e-90	Ast	NMNAT2	1	183248237	183418380	nicotinamide nucleotide adenylyltransferase 2	AC	AC Ast
ENSG00000157064	6.41e-31	1.278501582	0.135	0.001	6.74e-27	OD	NMNAT2	1	183248237	183418380	nicotinamide nucleotide adenylyltransferase 2	CN	CN OD
ENSG00000157103	0.711258471	-0.841692492	0.109	0.111	1	OPC	SLC6A1	3	10992186	11039247	solute carrier family 6 member 1	CN	CN OPC
ENSG00000157103	9e-21	-0.782966563	0.371	0.533	8.44e-17	In	SLC6A1	3	10992186	11039247	solute carrier family 6 member 1	CB	CB In
ENSG00000157388	1.84e-97	0.806801476	0.145	0.019	2.02e-93	Ex	CACNA1D	3	53328963	53813733	calcium voltage-gated channel subunit alpha1 D	AC	AC Ex
ENSG00000157388	2.65e-139	0.94887666	0.13	0.01	2.79e-135	Ast	CACNA1D	3	53328963	53813733	calcium voltage-gated channel subunit alpha1 D	CN	CN Ast
ENSG00000157388	2.55e-31	1.372533018	0.18	0.017	2.39e-27	In	CACNA1D	3	53328963	53813733	calcium voltage-gated channel subunit alpha1 D	CB	CB In
ENSG00000157542	2.94e-249	1.472690788	0.245	0.012	3.23e-245	Ex	KCNJ6	21	37607373	38121345	potassium voltage-gated channel subfamily J member 6	AC	AC Ex
